method,iteration,violation,accuracy,accuracy_rank,violation_rank
21multi,2,-0.0022058823529411964,0.5542533634160608,0,0
21multi,0,-0.005092592592592611,0.7152168463274005,0,0
21multi,1,-0.05109649122807022,0.5397342692404111,0,0
21multi,0,-0.0030448717948718183,0.604527836164838,0,0
21multi,2,-0.002714932126696857,0.5528086854233759,0,0
21multi,1,-0.07009569377990435,0.6775678570614644,0,0
21multi,1,-0.0896491228070176,0.6423832205231051,0,0
21multi,0,-0.004861111111111149,0.6687557449653213,0,0
21multi,2,-0.0019607843137254954,0.699256288125679,0,0
21multi,2,-0.0012605042016806836,0.620850195179601,0,0
21multi,0,-0.005092592592592624,0.6240494693741122,0,0
21multi,1,-0.07631578947368425,0.5893206317372774,0,0
21multi,1,-0.03875598086124406,0.6244444950887668,0,0
21multi,2,-0.001557093425605544,0.6532523262501289,0,0
21multi,0,-0.004166666666666684,0.6918490133581635,0,0
21multi,1,-0.08640350877192988,0.5411966240494693,0,0
21multi,2,-0.008823529411764744,0.5138819252945601,0,0
21multi,0,-0.002724358974359007,0.627610544381665,0,0
21multi,0,-0.0033333333333333435,0.57765521851759,0,0
21multi,1,-0.08139097744360908,0.6825555993267199,0,0
21multi,2,0.0,0.7403797944346954,0,0
21multi,1,-0.05021929824561407,0.5258418985543578,0,0
21multi,2,0.0,0.729645413776775,0,0
21multi,0,-0.0017361111111111143,0.4589496114314365,0,0
21multi,0,-0.00503472222222226,0.6789086654967829,0,0
21multi,2,-0.0022058823529411895,0.6427989471045374,0,0
21multi,1,-0.035380116959064366,0.5427146876131584,0,0
21multi,2,-0.0051470588235294394,0.5792805214339434,0,0
21multi,1,-0.07995951417004053,0.6359411458433771,0,0
21multi,0,-0.0034722222222222376,0.6229422578758252,0,0
21multi,0,-0.003977272727272743,0.6427676109300576,0,0
21multi,1,-0.05751879699248124,0.691222289868567,0,0
21multi,2,-0.0026470588235294247,0.5900225620456254,0,0
21multi,1,-0.03588516746411488,0.5590373527199799,0,0
21multi,2,-0.0033088235294117807,0.6356386312358986,0,0
21multi,0,-0.0033854166666666685,0.6734457257458009,0,0
21multi,2,-0.000980392156862754,0.6993119968803096,0,0
21multi,0,-0.004326923076923104,0.6025416047978094,0,0
21multi,1,-0.063421052631579,0.6169967410378542,0,0
21multi,1,-0.05947368421052636,0.6433859781064595,0,0
21multi,0,-0.004629629629629638,0.5669479958775522,0,0
21multi,2,0.0,0.5401729756831286,0,0
21multi,1,-0.03796992481203011,0.5868638756580598,0,0
21multi,2,-0.005882352941176487,0.6594802373192947,0,0
