min_recall,equal_opportunity,accuracy,threshold
0.5979166666666667,0.13130341880341878,0.36776134369516167,0.5
0.5979166666666667,0.13130341880341878,0.36776134369516167,0.55
0.7,0.09743589743589746,0.29957382802707444,0.6
0.7,0.09743589743589746,0.29957382802707444,0.65
0.7,0.09743589743589746,0.29957382802707444,0.7
0.8,0.06495726495726495,0.2406618200050138,0.75
0.8,0.06495726495726495,0.2406618200050138,0.8
0.8833333333333333,0.02649572649572655,0.20506392579593882,0.8500000000000001
0.9,0.0236111111111111,0.17999498621208324,0.9
0.9230769230769231,0.0318376068376068,0.1637001754825771,0.95
1.0,0.0,0.13712709952369015,1.0
