min_recall,equal_opportunity,accuracy,threshold
0.5663716814159292,0.08429251740027377,0.7913130304543186,0.5
0.5909090909090909,0.08536343830461475,0.7748377433849226,0.55
0.5909090909090909,0.08536343830461475,0.7748377433849226,0.6
0.6363636363636364,0.12913448207565859,0.7343984023964054,0.65
0.6363636363636364,0.12913448207565859,0.7343984023964054,0.7
0.6363636363636364,0.1639928698752228,0.7149276085871193,0.75
0.6363636363636364,0.1639928698752228,0.7149276085871193,0.8
0.8181818181818182,0.07328183798772032,0.6590114827758362,0.8500000000000001
0.9090909090909091,0.030104971281441923,0.635047428856715,0.9
0.9380530973451328,0.03694063662829931,0.5761357963055417,0.95
1.0,0.0,0.25761357963055415,1.0
