min_recall,equal_opportunity,accuracy,threshold
0.35,0.06388888888888893,0.8681373777889195,0.5
0.45,0.012499999999999992,0.8631235898721484,0.55
0.48717948717948717,0.04188034188034192,0.8561042867886688,0.6
0.5128205128205128,0.03450854700854703,0.8440711957884182,0.65
0.5384615384615384,0.05074786324786329,0.8225119077463023,0.7
0.5641025641025641,0.08087606837606838,0.7929305590373528,0.75
0.6,0.08333333333333333,0.7590874905991477,0.8
0.6923076923076923,0.069017094017094,0.715467535723239,0.8500000000000001
0.7692307692307693,0.0538461538461538,0.6502882928052144,0.9
0.8205128205128205,0.05715811965811968,0.5472549511155678,0.95
0.9958333333333333,0.002777777777777768,0.1995487590874906,1.0
