min_recall,equal_opportunity,accuracy,threshold
0.5510204081632653,0.21236320615202606,0.817773339990015,0.5
0.6054421768707483,0.2050675342600808,0.8032950574138792,0.55
0.6258503401360545,0.19146209208321005,0.7948077883175237,0.6
0.6530612244897959,0.1733215025140491,0.7898152770843735,0.65
0.7006802721088435,0.17056097801439418,0.7658512231652521,0.7
0.7142857142857143,0.16149068322981366,0.7518721917124314,0.75
0.7414965986394558,0.14335009366065266,0.7309036445332002,0.8
0.7966101694915254,0.10660771309260626,0.6739890164752871,0.8500000000000001
0.9115646258503401,0.030708328529151768,0.5576635047428856,0.9
0.9565217391304348,0.02898550724637679,0.3075386919620569,0.95
1.0,0.0,0.24663005491762358,1.0
