min_recall,equal_opportunity,accuracy,threshold
0.5294117647058824,0.10284113645458182,0.8042115818500878,0.5
0.5588235294117647,0.08595438175270109,0.7991977939333166,0.55
0.5588235294117647,0.08595438175270109,0.7991977939333166,0.6
0.6176470588235294,0.1215686274509804,0.7335171722236149,0.65
0.7647058823529411,0.06797385620915038,0.664076209576335,0.7
0.8235294117647058,0.06594637855142056,0.561293557282527,0.75
0.8235294117647058,0.06594637855142056,0.561293557282527,0.8
0.8823529411764706,0.0471388555422169,0.4650288292805214,0.8500000000000001
0.8823529411764706,0.05394157663065228,0.3880671847580847,0.9
0.9333333333333333,0.03356009070294785,0.27450488844321885,0.95
1.0,0.0,0.1351215843569817,1.0
