min_recall,equal_opportunity,accuracy,threshold
0.5929203539823009,0.0592652185572539,0.5721417873190214,0.5
0.5929203539823009,0.0592652185572539,0.5721417873190214,0.55
0.5929203539823009,0.0592652185572539,0.5721417873190214,0.6
0.6637168141592921,0.015038463763086337,0.5207189216175736,0.65
0.6637168141592921,0.015038463763086337,0.5207189216175736,0.7
0.7699115044247787,0.032180209171359664,0.472790813779331,0.75
0.8636363636363636,0.025549613784907905,0.3689465801298053,0.8
0.9026548672566371,0.03459372485921164,0.3195207189216176,0.8500000000000001
0.9380530973451328,0.04129793510324483,0.2820768846729905,0.9
0.9646017699115044,0.023598820058997088,0.24313529705441836,0.95
0.9911504424778761,0.005899705014749272,0.16375436844732902,1.0
