min_recall,equal_opportunity,accuracy,threshold
0.391304347826087,0.12461796312727987,0.8447329006490265,0.5
0.6521739130434783,0.04140786749482402,0.7908137793310035,0.55
0.6521739130434783,0.04140786749482402,0.7908137793310035,0.6
0.6521739130434783,0.0640836044562753,0.7763354967548677,0.65
0.7711864406779662,0.04823398285868019,0.727408886669995,0.7
0.7711864406779662,0.04823398285868019,0.727408886669995,0.75
0.847457627118644,0.07270940800786052,0.63654518222666,0.8
1.0,0.0,0.14378432351472792,0.8500000000000001
1.0,0.0,0.14378432351472792,0.9
1.0,0.0,0.14378432351472792,0.95
1.0,0.0,0.14378432351472792,1.0
