min_recall,equal_opportunity,accuracy,threshold
0.3125,0.24030398322851151,0.8237643534697953,0.5
0.3125,0.2906184486373165,0.8162755866200699,0.55
0.375,0.27410901467505244,0.7973040439340988,0.6
0.4375,0.29114255765199165,0.7438841737393909,0.65
0.5625,0.24135220125786164,0.6864702945581628,0.7
0.625,0.21645702306079664,0.672491263105342,0.75
0.75,0.14150943396226415,0.635047428856715,0.8
0.875,0.07075471698113207,0.5656515227159261,0.8500000000000001
0.875,0.07075471698113207,0.5656515227159261,0.9
1.0,0.0,0.14378432351472792,0.95
1.0,0.0,0.14378432351472792,1.0
