min_recall,equal_opportunity,accuracy,threshold
0.6571428571428571,0.08120300751879699,0.624,0.5
0.6571428571428571,0.08120300751879699,0.624,0.55
0.6571428571428571,0.08120300751879699,0.624,0.6
0.6571428571428571,0.08120300751879699,0.624,0.65
0.6571428571428571,0.08120300751879699,0.624,0.7
0.8,0.02105263157894736,0.611,0.75
0.8857142857142857,0.006015037593984991,0.599,0.8
0.8857142857142857,0.006015037593984991,0.599,0.8500000000000001
0.9142857142857143,0.015037593984962442,0.571,0.9
0.9706666666666667,0.019555555555555548,0.532,0.95
1.0,0.0,0.505,1.0
