method,iteration,violation,accuracy,accuracy_rank,violation_rank
21multi,1,0.0,0.6437333333333334,0,0
oxonfair,1,0.0,0.637,1,1
oxonfair,2,-0.013777777777777788,0.6672,1,1
21multi,2,0.0,0.682,0,0
oxonfair,1,0.0,0.637,1,1
oxonfair,2,-0.015391324045758293,0.6703333333333333,1,1
21multi,0,-0.023620187786026915,0.6709999999999999,0,0
21multi,2,0.0,0.6798571428571429,0,0
21multi,1,0.0,0.6431000000000001,0,0
oxonfair,0,-0.02325656909569519,0.661,1,1
oxonfair,0,-0.028663640232657092,0.661,1,1
21multi,0,-0.014030299806119079,0.6708000000000001,0,0
oxonfair,1,0.0,0.6370000000000001,1,1
21multi,2,0.0,0.6794444444444445,0,0
oxonfair,2,-0.009362328689545812,0.6726666666666666,1,1
21multi,1,0.0,0.6426000000000001,0,0
oxonfair,0,-0.029203466888244847,0.6610000000000001,1,1
21multi,0,-0.05423489278752436,0.6759999999999999,0,0
21multi,2,-0.004522171253822628,0.68075,0,0
oxonfair,2,-0.007243175897610136,0.6739999999999999,1,1
21multi,1,0.0,0.642,0,0
oxonfair,1,0.0,0.6370000000000001,1,1
21multi,0,-0.03602430555555555,0.6731250000000001,0,0
21multi,2,-0.0012059123343527006,0.6797000000000001,0,0
21multi,1,0.0,0.6426666666666667,0,0
oxonfair,2,-0.011153018461886937,0.6701666666666668,1,1
oxonfair,1,0.0,0.6370000000000001,1,1
oxonfair,0,-0.023006063780641715,0.6609999999999998,1,1
oxonfair,2,-0.0054323819232076015,0.67,1,1
21multi,1,0.0,0.6424285714285715,0,0
oxonfair,1,0.0,0.637,1,1
21multi,0,-0.04308552653471554,0.6728888888888889,0,0
21multi,2,0.0,0.6793333333333335,0,0
oxonfair,0,-0.03740404470295232,0.661,1,1
oxonfair,0,-0.03826936313530154,0.661,1,1
oxonfair,1,0.0,0.6370000000000001,1,1
21multi,2,-0.0012059123343527006,0.6801,0,0
oxonfair,2,-0.005518858307849122,0.6707,1,1
21multi,0,-0.026322069467551102,0.6718181818181818,0,0
21multi,1,0.0,0.6444444444444445,0,0
21multi,1,0.0,0.64375,0,0
21multi,0,-0.032326192234335235,0.6732307692307693,0,0
21multi,2,-0.0017227319062181438,0.6792857142857144,0,0
oxonfair,1,0.0,0.6370000000000001,1,1
oxonfair,2,-0.011179824064635484,0.6722222222222222,1,1
oxonfair,0,-0.010517173436736483,0.661,1,1
oxonfair,2,-0.015409755042782573,0.6691818181818182,1,1
oxonfair,1,0.0,0.6370000000000002,1,1
21multi,1,0.0,0.6421428571428571,0,0
21multi,0,-0.031175073099415203,0.6747500000000001,0,0
21multi,2,0.0,0.6804166666666668,0,0
oxonfair,0,-0.033923235762361864,0.6609999999999998,1,1
oxonfair,1,0.0,0.6370000000000001,1,1
oxonfair,0,-0.018863300809676173,0.661,1,1
21multi,0,-0.02534253730380841,0.6714545454545454,0,0
oxonfair,2,-0.015403249985009297,0.6725882352941178,1,1
21multi,1,0.0,0.643125,0,0
21multi,2,-0.0008613659531090719,0.679142857142857,0,0
oxonfair,1,0.0,0.637,1,1
oxonfair,0,-0.017077059224881595,0.6609999999999998,1,1
21multi,0,-0.000035505430242275495,0.6705714285714286,0,0
21multi,2,0.0,0.6803333333333332,0,0
oxonfair,2,0.0,0.6712222222222222,1,1
21multi,1,0.0,0.643,0,0
21multi,2,-0.002679805187450446,0.6791111111111111,0,0
21multi,1,0.0,0.6437692307692309,0,0
oxonfair,0,-0.03341939755047994,0.6609999999999999,1,1
oxonfair,1,0.0,0.6369999999999999,1,1
21multi,0,-0.012339843811572961,0.6715,0,0
oxonfair,2,-0.005288254615471734,0.6745,1,1
oxonfair,0,-0.026442426821771392,0.6609999999999999,1,1
21multi,2,0.0,0.6794444444444445,0,0
oxonfair,1,0.0,0.6370000000000002,1,1
21multi,1,0.0,0.6437142857142858,0,0
21multi,0,-0.023918567382817627,0.6712,0,0
oxonfair,2,-0.002440732899448493,0.6747692307692308,1,1
