min_recall,equal_opportunity,accuracy,threshold
0.4782608695652174,0.1119984225574288,0.8077883175237144,0.5
0.6086956521739131,0.10213940648723252,0.7693459810284573,0.55
0.6086956521739131,0.10213940648723252,0.7693459810284573,0.6
0.7542372881355932,0.05499827049463857,0.7378931602596106,0.65
0.7711864406779662,0.057304277643260626,0.7219171243135297,0.7
0.7711864406779662,0.057304277643260626,0.7219171243135297,0.75
0.8728813559322034,0.030323994004381422,0.6420369445831253,0.8
0.8813559322033898,0.024674276490257146,0.6300549176235647,0.8500000000000001
0.8813559322033898,0.024674276490257146,0.6300549176235647,0.9
0.9565217391304348,0.02898550724637679,0.3929106340489266,0.95
1.0,0.0,0.21118322516225663,1.0
