min_recall,equal_opportunity,accuracy,threshold
0.7547169811320755,0.058258854683879445,0.481,0.5
0.7547169811320755,0.058258854683879445,0.481,0.55
0.7547169811320755,0.058258854683879445,0.481,0.6
0.7547169811320755,0.058258854683879445,0.481,0.65
0.7547169811320755,0.058258854683879445,0.481,0.7
0.8571428571428571,0.03968253968253969,0.482,0.75
0.8571428571428571,0.03968253968253969,0.482,0.8
1.0,0.0,0.505,0.8500000000000001
1.0,0.0,0.505,0.9
1.0,0.0,0.505,0.95
1.0,0.0,0.505,1.0
