min_recall,equal_opportunity,accuracy,threshold
0.9583333333333334,0.027777777777777752,0.552,0.01
0.8020833333333334,0.061769005847953196,0.66,0.017
0.7654986522911051,0.05107107391119303,0.683,0.024
0.7601078167115903,0.054664964297536235,0.687,0.031
0.7601078167115903,0.054664964297536235,0.687,0.038
0.7250673854447439,0.01662174303683739,0.675,0.045
0.7250673854447439,0.01662174303683739,0.675,0.052
0.7250673854447439,0.01662174303683739,0.675,0.059
0.7250673854447439,0.01662174303683739,0.675,0.06599999999999999
0.7250673854447439,0.01662174303683739,0.675,0.073
0.7250673854447439,0.01662174303683739,0.675,0.07999999999999999
0.7250673854447439,0.01662174303683739,0.675,0.08699999999999998
0.7250673854447439,0.01662174303683739,0.675,0.09399999999999999
0.7250673854447439,0.01662174303683739,0.675,0.10099999999999999
0.7250673854447439,0.01662174303683739,0.675,0.10799999999999998
0.7250673854447439,0.01662174303683739,0.675,0.11499999999999998
0.7250673854447439,0.01662174303683739,0.675,0.12199999999999998
0.7250673854447439,0.01662174303683739,0.675,0.129
0.7250673854447439,0.01662174303683739,0.675,0.136
0.7250673854447439,0.01662174303683739,0.675,0.143
0.7250673854447439,0.01662174303683739,0.675,0.15
