min_recall,equal_opportunity,accuracy,threshold
0.4411764705882353,0.016993464052287594,0.8716470293306593,0.5
0.4666666666666667,0.015419501133786836,0.8673853096014038,0.55
0.5,0.027210884353741527,0.8563549761845074,0.6
0.5333333333333333,0.039002267573696146,0.843569816996741,0.65
0.5882352941176471,0.026890756302520986,0.8247681123088494,0.7
0.5882352941176471,0.047298919567827134,0.8064677864126347,0.75
0.6176470588235294,0.06714685874349735,0.7721233391827526,0.8
0.6470588235294118,0.07747098839535815,0.7402857859112559,0.8500000000000001
0.6764705882352942,0.12679738562091503,0.6773627475557784,0.9
0.7941176470588235,0.07466986794717889,0.5364753070945099,0.95
0.9705882352941176,0.019607843137254905,0.2165956380045124,1.0
