min_recall,equal_opportunity,accuracy,threshold
0.576271186440678,0.06026365348399243,0.7598602096854717,0.5
0.576271186440678,0.06026365348399243,0.7598602096854717,0.55
0.635593220338983,0.052461662631154184,0.7403894158761857,0.6
0.7542372881355932,0.050463123102348316,0.7084373439840239,0.65
0.7627118644067796,0.07655943733425574,0.6839740389415876,0.7
0.8305084745762712,0.05502333578973221,0.6370444333499751,0.75
0.8389830508474576,0.052922864060878615,0.6170743884173739,0.8
0.8813559322033898,0.05011053795136333,0.5776335496754867,0.8500000000000001
0.940677966101695,0.016872285637418754,0.5406889665501747,0.9
0.9565217391304348,0.02445035985408654,0.4782825761357963,0.95
1.0,0.0,0.1872191712431353,1.0
