min_recall,equal_opportunity,accuracy,threshold
0.4424778761061947,0.08001474926253686,0.3140289565651523,0.5
0.5929203539823009,0.021386430678466056,0.26310534198701946,0.55
0.5929203539823009,0.021386430678466056,0.26310534198701946,0.6
0.6981132075471698,0.034591194968553486,0.21867199201198204,0.65
0.8141592920353983,0.04056047197640115,0.19321018472291562,0.7
0.8141592920353983,0.04056047197640115,0.19321018472291562,0.75
0.8141592920353983,0.04056047197640115,0.19321018472291562,0.8
0.8495575221238938,0.016961651917404136,0.17224163754368446,0.8500000000000001
0.875,0.024633123689727476,0.16075886170743883,0.9
0.875,0.059734513274336244,0.1507738392411383,0.95
1.0,0.0,0.14428357463804292,1.0
