min_recall,equal_opportunity,accuracy,threshold
0.6,0.0625,0.769616445224367,0.5
0.6,0.06805555555555554,0.7588368012033091,0.55
0.6,0.06805555555555554,0.7588368012033091,0.6
0.65,0.048611111111111084,0.7495612935572825,0.65
0.65,0.048611111111111084,0.7495612935572825,0.7
0.65,0.06805555555555554,0.718225119077463,0.75
0.65,0.06805555555555554,0.718225119077463,0.8
0.8461538461538461,0.02061965811965812,0.5778390574078717,0.8500000000000001
0.8974358974358975,0.012820512820512775,0.5078967159689145,0.9
0.9979166666666667,0.001388888888888884,0.16194534971170718,0.95
1.0,0.0,0.1351215843569817,1.0
