min_recall,equal_opportunity,accuracy,threshold
0.36363636363636365,0.08437314319667259,0.8657014478282576,0.5
0.4090909090909091,0.10635769459298867,0.8602096854717923,0.55
0.45454545454545453,0.09784115666468607,0.854218671992012,0.6
0.45454545454545453,0.13705684293919587,0.8457314028956565,0.65
0.5,0.11982570806100219,0.835247129306041,0.7
0.6194690265486725,0.06632348121156036,0.8152770843734398,0.75
0.6460176991150443,0.06169626159214917,0.7888167748377434,0.8
0.7079646017699115,0.07347814427460449,0.7758362456315526,0.8500000000000001
0.8053097345132744,0.038884419415392855,0.7169246130803795,0.9
0.9292035398230089,0.0471976401179941,0.6040938592111832,0.95
0.9911504424778761,0.005899705014749272,0.49425861208187716,1.0
