min_recall,equal_opportunity,accuracy,threshold
0.6,0.05333333333333338,0.647,0.5
0.6,0.05333333333333338,0.647,0.55
0.6,0.05333333333333338,0.647,0.6
0.6,0.05333333333333338,0.647,0.65
0.6,0.06399999999999999,0.648,0.7
0.6571428571428571,0.08812698412698412,0.631,0.75
0.7714285714285715,0.038603174603174605,0.626,0.8
0.8285714285714286,0.04673015873015866,0.608,0.8500000000000001
0.9546666666666667,0.01117460317460317,0.56,0.9
0.9813333333333333,0.01244444444444448,0.525,0.95
0.9973333333333333,0.001777777777777804,0.506,1.0
