method,iteration,violation,accuracy,accuracy_rank,violation_rank
21multi,0,-0.0038194444444444864,0.7479318124843318,0,1
21multi,1,-0.14242645755803654,0.6453998495863623,0,1
oxonfair,0,-0.043898809523809555,0.6298212942735378,1,0
21multi,2,-0.0251275510204082,0.5631423915768363,0,1
21multi,1,-0.07644338118022334,0.48117322637252435,0,1
oxonfair,1,-0.06686059156154854,0.6445433274839142,1,0
21multi,0,-0.009583333333333366,0.6280521433943344,0,1
oxonfair,2,-0.06350540216086441,0.6536586724603772,1,0
21multi,2,-0.02400560224089642,0.5836299824517422,0,1
21multi,1,-0.15813880431105318,0.6287745846532509,0,1
oxonfair,2,-0.04257202881152464,0.5962020556530458,1,0
oxonfair,1,-0.05591416557923741,0.6446394250856521,1,0
oxonfair,0,-0.02152777777777785,0.6886855519344864,1,0
21multi,0,-0.0191666666666667,0.5073702682376535,0,1
oxonfair,0,-0.03181818181818188,0.6733517172223614,1,0
21multi,0,-0.010185185185185222,0.6352190746775856,0,1
21multi,2,-0.026088435374149697,0.6181248433191275,0,1
oxonfair,1,-0.041427102692870484,0.6304382506438161,1,0
21multi,1,-0.15970228601807557,0.6843136808040291,0,1
oxonfair,2,-0.043980925703614816,0.5945934653630819,1,0
oxonfair,1,-0.08224445411048287,0.6499874655302081,1,0
oxonfair,0,-0.0491319444444445,0.5944472298821759,1,0
21multi,0,-0.005902777777777794,0.6646611514999582,0,1
oxonfair,2,-0.058243297318927634,0.5284532464276761,1,0
21multi,1,-0.13235185866764818,0.6751451105925912,0,1
21multi,2,-0.028355957767722536,0.6610100854272325,0,1
oxonfair,2,-0.05502645502645506,0.7609537338792792,1,0
21multi,1,-0.13985520843105986,0.682892660699276,0,1
oxonfair,0,-0.0493055555555556,0.6171137294225788,1,0
21multi,0,-0.011805555555555588,0.6366257207320131,0,1
oxonfair,1,-0.037992177944331115,0.6344370094683457,1,0
21multi,2,-0.02137605042016813,0.5732639759338181,0,1
oxonfair,2,-0.047865812991863446,0.6676359989972425,1,0
21multi,2,-0.022477324263038594,0.5262179326481157,0,1
oxonfair,1,-0.07268055354179762,0.59895963900727,1,0
21multi,0,-0.004947916666666705,0.7298821759839559,0,1
oxonfair,0,-0.03333333333333339,0.608311746190914,1,0
21multi,1,-0.13593567251461997,0.6542241163198798,0,1
oxonfair,0,-0.036553030303030344,0.6016317600674582,1,0
21multi,0,-0.003888888888888905,0.6589454332748391,0,1
oxonfair,2,-0.022529011604641897,0.371382412746163,1,0
21multi,2,-0.029151660664265746,0.6395998085644613,0,1
21multi,1,-0.1275119617224881,0.6823765354725494,0,1
oxonfair,1,-0.021369539551357803,0.6562690255345057,1,0
oxonfair,1,-0.06570322288025641,0.553464334612492,1,0
oxonfair,2,-0.05063692143524082,0.6355811815826857,1,0
21multi,2,-0.027013027433195544,0.6308459374390686,0,1
21multi,1,-0.1858552631578948,0.7320130358485836,0,1
21multi,0,-0.010416666666666696,0.6176986713462022,0,1
oxonfair,0,-0.028333333333333367,0.7014790674354474,1,0
oxonfair,1,-0.06366445556038863,0.5593193782902983,1,0
oxonfair,0,-0.02013888888888893,0.7066934068688894,1,0
21multi,1,-0.110233918128655,0.6605665580345952,0,1
oxonfair,2,-0.04008218672084222,0.670999093661415,1,0
21multi,2,-0.025680272108843584,0.6617698671346203,0,1
21multi,0,-0.009722222222222252,0.623924124676193,0,1
21multi,0,-0.00861111111111114,0.6256538815074789,0,1
oxonfair,0,-0.025297619047619117,0.634387422554883,1,0
21multi,1,-0.14603402445507715,0.587315116570569,0,1
oxonfair,2,-0.052210884353741535,0.591329280521434,1,0
21multi,2,-0.032993197278911625,0.6714854739422299,0,1
oxonfair,1,-0.055780290947755114,0.6467229325088437,1,0
21multi,2,-0.03049527503309019,0.6613764776211505,0,1
oxonfair,1,-0.03323908945918519,0.6646890058772735,1,0
oxonfair,2,-0.04016697588126162,0.7530709450990223,1,0
21multi,1,-0.128983918128655,0.5855164201554275,0,1
oxonfair,0,-0.05094696969696974,0.5027006084915334,1,0
21multi,0,-0.010256410256410279,0.6293075187534952,0,1
21multi,1,-0.17037923090554677,0.6392579593883179,0,1
oxonfair,2,-0.045431505935707654,0.674250020890783,1,0
21multi,2,-0.028495842781557097,0.6661095791203588,0,1
oxonfair,1,-0.057335314871200097,0.5904988718977188,1,0
21multi,0,-0.012500000000000067,0.6537422355923233,0,1
oxonfair,0,-0.030654761904761987,0.5662357196576299,1,0
oxonfair,0,-0.0529166666666667,0.6098520932564553,1,0
oxonfair,2,-0.047367836023298276,0.610010863207153,1,0
21multi,2,-0.028283313325330184,0.6075206818751567,0,1
oxonfair,1,-0.10027669034846072,0.5898721484081223,1,0
21multi,1,-0.06774765195817832,0.5349711707194785,0,1
21multi,0,-0.013636363636363669,0.5885503315937008,0,1
21multi,0,-0.00833333333333336,0.649811982953121,0,1
oxonfair,0,-0.05138888888888891,0.6149619787749644,1,0
21multi,1,-0.15292397660818718,0.7009275507646027,0,1
oxonfair,1,-0.05210961287516317,0.7095293306593131,1,0
oxonfair,2,-0.03534413765506206,0.6264728002005516,1,0
21multi,2,-0.02984116723612527,0.6879495535800374,0,1
oxonfair,1,-0.04882160635749156,0.572126920459836,1,0
21multi,1,-0.101565898216616,0.5759702819116207,0,1
21multi,2,-0.02660564225690283,0.6235898721484081,0,1
21multi,0,-0.01604166666666671,0.5587114565053899,0,1
oxonfair,2,-0.04848939575830337,0.6406054148909502,1,0
oxonfair,0,-0.04791666666666672,0.5429216058446442,1,0
21multi,1,-0.09077913639317153,0.5964179270772402,0,1
oxonfair,2,-0.03354484651003263,0.6471367689718154,1,0
oxonfair,1,-0.03802820872198868,0.4779393331662071,1,0
21multi,2,-0.025241763372015502,0.6411590206400936,0,1
21multi,0,-0.010677083333333365,0.6129982451742291,0,1
oxonfair,0,-0.05378787878787883,0.5723466806444996,1,0
21multi,1,-0.11545277334751024,0.6315701512492689,0,1
oxonfair,1,-0.08134164612633514,0.48713963399348215,1,0
21multi,2,-0.03153761504601843,0.6918087239909751,0,1
21multi,0,-0.0031250000000000167,0.7308222612183505,0,1
oxonfair,0,-0.05572916666666672,0.6128102281273502,1,0
oxonfair,2,-0.053143162026715506,0.6692571237569984,1,0
21multi,1,-0.14644945697577283,0.6715252659098235,0,1
oxonfair,2,-0.07303921568627458,0.403985961393833,1,0
oxonfair,0,-0.032440476190476235,0.6262937363463811,1,0
21multi,2,-0.03230403272420084,0.6701763182084065,0,1
oxonfair,1,-0.05682510182292699,0.7043688324711138,1,0
21multi,0,-0.025297619047619086,0.4425384091967195,0,1
21multi,2,-0.026866040533860637,0.6131272764809106,0,1
21multi,0,-0.006458333333333366,0.6251692153421909,0,1
oxonfair,1,-0.07230277254200705,0.5528202557031837,1,0
oxonfair,0,-0.054807692307692335,0.5877316466436547,1,0
21multi,1,-0.1663499025341131,0.7006350798027908,0,1
oxonfair,2,-0.03641206482593039,0.4971170719478566,1,0
oxonfair,0,-0.06306818181818183,0.5622279450306525,1,0
