min_recall,equal_opportunity,accuracy,threshold
0.3684210526315789,0.22132811367261132,0.7668588618701428,0.5
0.3684210526315789,0.22959257648252865,0.7528202557031838,0.55
0.3684210526315789,0.23234739741916777,0.7495612935572825,0.6
0.3684210526315789,0.23234739741916777,0.7495612935572825,0.65
0.42105263157894735,0.2137886037407569,0.7307595888693909,0.7
0.42105263157894735,0.2137886037407569,0.7307595888693909,0.75
0.47368421052631576,0.22124756335282655,0.6931561794936074,0.8
0.5263157894736842,0.2083514571552849,0.606417648533467,0.8500000000000001
0.6842105263157895,0.1549707602339181,0.5226873903233893,0.9
0.7894736842105263,0.1155574887632304,0.41113060917523186,0.95
1.0,0.0,0.1351215843569817,1.0
