min_recall,equal_opportunity,accuracy,threshold
0.3684210526315789,0.2358674463937622,0.7969415893707696,0.5
0.47368421052631576,0.17043642163259387,0.7252444221609425,0.55
0.5789473684210527,0.13331883427577207,0.6715968914514916,0.6
0.5789473684210527,0.13331883427577207,0.6715968914514916,0.65
0.5789473684210527,0.13745106568073076,0.6590624216595637,0.7
0.5789473684210527,0.13745106568073076,0.6590624216595637,0.75
0.7894736842105263,0.08663186892851964,0.44622712459262975,0.8
1.0,0.0,0.1351215843569817,0.8500000000000001
1.0,0.0,0.1351215843569817,0.9
1.0,0.0,0.1351215843569817,0.95
1.0,0.0,0.1351215843569817,1.0
