min_recall,equal_opportunity,accuracy,threshold
0.9908256880733946,0.0061162079510703,0.502,0.5
0.9908256880733946,0.0061162079510703,0.502,0.55
0.9908256880733946,0.0061162079510703,0.502,0.6
0.9908256880733946,0.0061162079510703,0.502,0.65
0.9908256880733946,0.0061162079510703,0.502,0.7
0.9908256880733946,0.0061162079510703,0.502,0.75
0.9908256880733946,0.0061162079510703,0.502,0.8
0.9908256880733946,0.0061162079510703,0.502,0.8500000000000001
0.9908256880733946,0.0061162079510703,0.502,0.9
0.9908256880733946,0.0061162079510703,0.502,0.95
0.9908256880733946,0.0061162079510703,0.502,1.0
