min_recall,equal_opportunity,accuracy,threshold
0.35294117647058826,0.16470588235294115,0.6452745048884432,0.5
0.47058823529411764,0.130718954248366,0.5956380045124091,0.55
0.5588235294117647,0.11633986928104571,0.5429932313863124,0.6
0.6470588235294118,0.11420568227290917,0.43544748057157184,0.65
0.6764705882352942,0.12180872348939571,0.3833040862371522,0.7
0.7058823529411765,0.12396958783513405,0.33517172223614944,0.75
0.7058823529411765,0.12396958783513405,0.33517172223614944,0.8
0.7352941176470589,0.1302120848339335,0.2965655552770118,0.8500000000000001
0.7352941176470589,0.1302120848339335,0.2965655552770118,0.9
0.8823529411764706,0.07843137254901962,0.1870142892955628,0.95
1.0,0.0,0.1368764101278516,1.0
