min_recall,equal_opportunity,accuracy,threshold
0.42105263157894735,0.09257648252863564,0.792178490849837,0.5
0.42105263157894735,0.145224171539961,0.7635998997242417,0.55
0.5263157894736842,0.1560098593591417,0.6723489596390073,0.6
0.5263157894736842,0.1560098593591417,0.6723489596390073,0.65
0.7368421052631579,0.10136452241715399,0.5181749811982953,0.7
0.7368421052631579,0.10136452241715399,0.5181749811982953,0.75
0.8421052631578947,0.06822612085769982,0.413888192529456,0.8
0.8421052631578947,0.06822612085769982,0.3865630483830534,0.8500000000000001
0.8421052631578947,0.06822612085769982,0.3865630483830534,0.9
0.9473684210526315,0.02406843555168921,0.26146903985961395,0.95
0.9722222222222222,0.018518518518518528,0.1601905239408373,1.0
