min_recall,equal_opportunity,accuracy,threshold
0.5652173913043478,0.10391402937986793,0.8132800798801797,0.5
0.6086956521739131,0.08399881691807158,0.7958062905641538,0.55
0.6610169491525424,0.053653099657942294,0.7948077883175237,0.6
0.7288135593220338,0.07648257042930173,0.7488766849725412,0.65
0.7966101694915254,0.0776222058462294,0.7114328507239142,0.7
0.7966101694915254,0.0776222058462294,0.7114328507239142,0.75
0.9130434782608695,0.044365572315882895,0.5686470294558162,0.8
0.9130434782608695,0.044365572315882895,0.5686470294558162,0.8500000000000001
0.9130434782608695,0.044365572315882895,0.5686470294558162,0.9
1.0,0.0,0.14378432351472792,0.95
1.0,0.0,0.14378432351472792,1.0
