method,iteration,violation,accuracy,accuracy_rank,violation_rank
oxonfair,2,-0.07677912979351036,0.6276002662672658,1,1
21multi,1,-0.12304347826086963,0.7049925112331504,0,0
21multi,0,0.0,0.6536623635974609,0,0
21multi,2,-0.11125000000000003,0.7604593110334499,0,0
oxonfair,2,-0.051106194690265505,0.6442211682476285,1,1
oxonfair,0,0.0,0.719996927685395,1,1
21multi,1,-0.12201086956521748,0.7289066400399402,0,0
21multi,0,0.0,0.6121531987732686,0,0
oxonfair,1,-0.15489130434782614,0.6789815277084373,1,1
21multi,2,-0.07307692307692312,0.7020622911786167,0,0
oxonfair,0,-0.0037878787878787845,0.7093942419703779,1,1
21multi,0,0.0,0.6917124313529707,0,0
21multi,1,-0.1158695652173914,0.7537693459810285,0,0
oxonfair,1,-0.13394648829431446,0.6753331541149813,1,1
21multi,2,-0.08235756566777658,0.6915509089307216,0,0
oxonfair,2,-0.08214285714285717,0.7499465088082162,1,1
oxonfair,2,-0.09583333333333337,0.6788151106673324,1,1
21multi,0,0.0,0.7199914414093146,0,0
21multi,1,-0.10347826086956528,0.63554667998003,0,0
21multi,2,-0.06302410901467509,0.6934598102845732,0,0
oxonfair,1,-0.14710144927536237,0.7577799966716591,1,1
oxonfair,0,-0.005050505050505046,0.6991179896821434,1,1
oxonfair,2,-0.04285714285714288,0.6619356679266815,1,1
oxonfair,0,-0.007575757575757569,0.6659177899816942,1,1
21multi,1,-0.12049689440993795,0.6855431139005776,0,0
21multi,2,-0.09562893081761009,0.7234648027958064,0,0
oxonfair,1,-0.16894409937888202,0.6962413522573284,1,1
21multi,0,0.0,0.7090792382854288,0,0
oxonfair,1,-0.167080745341615,0.7018757577918836,1,1
oxonfair,2,-0.06585545722713868,0.583069839684917,1,1
oxonfair,0,-0.01048951048951048,0.6587426552478974,1,1
21multi,2,-0.020322327044025174,0.6169495756365452,0,0
21multi,1,-0.12717391304347833,0.757904809452488,0,0
21multi,0,0.0,0.653474333953615,0,0
oxonfair,2,-0.07042772861356936,0.6135796305541688,1,1
21multi,0,0.0,0.7252621068397405,0,0
oxonfair,1,-0.17056856187290978,0.7050193939859442,1,1
21multi,1,-0.11043478260869571,0.6608087868197703,0,0
oxonfair,0,-0.004132231404958674,0.7069395906140788,1,1
21multi,2,-0.10625000000000005,0.7700324513230155,0,0
oxonfair,0,-0.005681818181818177,0.7148027958062906,1,1
oxonfair,1,-0.16442687747035575,0.647891798665638,1,1
oxonfair,2,-0.14500000000000007,0.790963554667998,1,1
21multi,1,-0.12850241545893726,0.7102679314361792,0,0
21multi,2,-0.14583333333333337,0.7904809452487935,0,0
21multi,0,0.0,0.7132301547678483,0,0
oxonfair,1,-0.1513833992094862,0.6479825715971497,1,1
oxonfair,2,-0.02741782553729458,0.6043078239783182,1,1
oxonfair,0,-0.005681818181818177,0.7232900649026461,1,1
21multi,1,-0.11036789297658872,0.7331310726218365,0,0
21multi,2,-0.08661275831087156,0.708579987162114,0,0
21multi,0,0.0,0.7368946580129805,0,0
oxonfair,2,-0.07466814159292039,0.5540325874824128,1,1
oxonfair,1,-0.1678929765886288,0.678520680517685,1,1
21multi,0,0.0,0.7261380656288294,0,0
21multi,1,-0.1333333333333334,0.7162589449159592,0,0
21multi,2,-0.0708398846960168,0.6994092195040772,0,0
oxonfair,0,-0.004545454545454542,0.6488766849725411,1,1
oxonfair,1,-0.16422924901185773,0.6706758044751056,1,1
oxonfair,0,-0.008264462809917349,0.6804338946126266,1,1
21multi,0,0.0,0.7194208686969544,0,0
21multi,2,-0.0648486635220126,0.6520843734398402,0,0
21multi,1,-0.11086956521739139,0.6640039940089865,0,0
oxonfair,2,-0.04332260659694289,0.5640176099487132,1,1
21multi,2,-0.10669923629829295,0.726410384423365,0,0
21multi,0,0.0,0.6821642536195707,0,0
oxonfair,2,-0.08588495575221242,0.6820269595606591,1,1
oxonfair,0,-0.010101010101010091,0.6594552615521162,1,1
oxonfair,1,-0.19918478260869568,0.6777958062905641,1,1
21multi,1,-0.11758893280632417,0.6748059728588935,0,0
oxonfair,1,-0.17804347826086966,0.708836744882676,1,1
