method,iteration,violation,accuracy,accuracy_rank,violation_rank
oxonfair,0,-0.004545454545454542,0.7003494757863205,1,1
21multi,0,0.0,0.6858212680978533,0,0
21multi,1,-0.12508361204013385,0.7660816467606282,0,0
oxonfair,1,-0.14396135265700485,0.6275586620069895,1,1
21multi,0,0.0,0.6854717923115327,0,0
21multi,2,-0.010416666666666704,0.6352138458978199,0,0
oxonfair,2,-0.0744785082174463,0.6338349618429499,1,1
oxonfair,0,-0.011363636363636354,0.6719296055916125,1,1
oxonfair,2,-0.032654867256637174,0.5629056415376935,1,1
21multi,0,0.0,0.7343984023964053,0,0
21multi,2,-0.12857142857142861,0.7744811354396977,0,0
oxonfair,1,-0.1905797101449276,0.7712875131746826,1,1
21multi,1,-0.10555555555555564,0.709103012148444,0,0
oxonfair,0,-0.006993006993006987,0.6949575636545183,1,1
21multi,1,-0.13514492753623195,0.7513729405891163,0,0
21multi,0,0.0,0.6401897154268597,0,0
oxonfair,0,-0.003246753246753244,0.7211682476285571,1,1
21multi,2,-0.10375000000000001,0.7188716924613081,0,0
oxonfair,1,-0.19173913043478266,0.7118322516225661,1,1
oxonfair,2,-0.06750000000000003,0.6795806290564153,1,1
oxonfair,2,-0.067837389380531,0.5961890497586954,1,1
21multi,2,-0.10125000000000003,0.7514727908137793,0,0
oxonfair,0,0.0,0.7347978032950574,1,1
21multi,1,-0.11195652173913048,0.6737393909136294,0,0
oxonfair,1,-0.16086956521739135,0.6822543961835026,1,1
21multi,0,0.0,0.6385421867199201,0,0
oxonfair,1,-0.12826086956521743,0.6652164610227516,1,1
21multi,2,-0.05501572327044026,0.5977034448327508,0,0
21multi,0,0.0,0.6321184889332667,0,0
21multi,1,-0.12080745341614914,0.759860209685472,0,0
oxonfair,0,-0.007575757575757569,0.6840572474621401,1,1
oxonfair,2,-0.09969579646017705,0.667373939091363,1,1
oxonfair,0,0.0,0.7306040938592113,1,1
21multi,1,-0.11014492753623195,0.6630054917623566,0,0
oxonfair,1,-0.178840579710145,0.7246130803794308,1,1
21multi,2,-0.04285714285714288,0.6806932458455174,0,0
21multi,0,0.0,0.5754225804150916,0,0
oxonfair,2,-0.05196656833824978,0.5891717978587674,1,1
oxonfair,2,-0.05080450522928401,0.6446239731312123,1,1
21multi,2,-0.08500786163522017,0.6953070394408387,0,0
21multi,1,-0.12807971014492758,0.7859044766184057,0,0
oxonfair,0,0.0,0.7483774338492263,1,1
21multi,0,0.0,0.6857654694428944,0,0
oxonfair,1,-0.2329710144927537,0.6669162922283242,1,1
21multi,0,0.0,0.7485771342985522,0,0
21multi,1,-0.12527173913043482,0.719483275087369,0,0
21multi,2,-0.11375786163522017,0.7069395906140788,0,0
oxonfair,2,-0.09625000000000003,0.6913130304543185,1,1
oxonfair,0,0.0,0.744882675986021,1,1
oxonfair,1,-0.17313664596273295,0.7297981599030026,1,1
oxonfair,0,0.0,0.7721275230012126,1,1
21multi,0,0.0,0.6682476285571644,0,0
21multi,2,-0.08750000000000005,0.7766350474288567,0,0
21multi,1,-0.11956521739130442,0.7532451323015477,0,0
oxonfair,2,-0.12638888888888894,0.6642258833971265,1,1
oxonfair,1,-0.20507246376811597,0.7789981694125477,1,1
oxonfair,0,-0.015151515151515138,0.6139124646363787,1,1
21multi,2,-0.05156577568134176,0.6716175736395407,0,0
oxonfair,1,-0.15900621118012426,0.6089437272662435,1,1
oxonfair,2,-0.05376106194690268,0.6008209907361182,1,1
21multi,1,-0.12077294685990342,0.7289621123869752,0,0
21multi,0,0.0,0.6929151726955021,0,0
21multi,0,0.0,0.6925237144283575,0,0
21multi,2,-0.10500000000000002,0.7273589615576636,0,0
oxonfair,2,-0.11093750000000002,0.7247254118821768,1,1
oxonfair,0,-0.008264462809917349,0.656061362501702,1,1
oxonfair,1,-0.15407608695652175,0.655516724912631,1,1
21multi,1,-0.10326086956521748,0.6708936595107339,0,0
21multi,2,-0.06339847259658583,0.6993081805862634,0,0
21multi,0,0.0,0.6988363608433503,0,0
21multi,1,-0.11456521739130446,0.7484273589615577,0,0
oxonfair,1,-0.1557065217391305,0.6588866699950074,1,1
oxonfair,0,-0.009090909090909084,0.6913629555666501,1,1
oxonfair,2,-0.0994785082174463,0.5528136366878253,1,1
oxonfair,0,-0.004545454545454542,0.6920119820269596,1,1
oxonfair,1,-0.17995169082125606,0.6267265768014645,1,1
21multi,1,-0.12173913043478267,0.744811354396976,0,0
21multi,2,-0.11250000000000004,0.7457563654518222,0,0
21multi,0,0.0,0.690152271592611,0,0
oxonfair,2,-0.11634615384615389,0.7244901877952304,1,1
21multi,2,-0.06406577568134174,0.6938342486270593,0,0
oxonfair,2,-0.10000000000000002,0.7294058911632552,1,1
21multi,1,-0.12913043478260877,0.717873190214678,0,0
21multi,0,0.0,0.7536694957563654,0,0
oxonfair,1,-0.15108695652173917,0.654684639707106,1,1
oxonfair,0,0.0,0.7519345981028457,1,1
21multi,2,-0.09948244234800842,0.7324430021634217,0,0
oxonfair,2,-0.08290929203539826,0.5991637543684474,1,1
oxonfair,0,-0.009090909090909084,0.7102346480279581,1,1
oxonfair,1,-0.1595652173913044,0.6741387918122815,1,1
21multi,1,-0.11108695652173921,0.7040938592111832,0,0
21multi,0,0.0,0.72576849012196,0,0
21multi,1,-0.10790513833992103,0.6771206826124451,0,0
21multi,2,-0.06562893081761009,0.6650524213679481,0,0
21multi,0,0.0,0.6960392744217007,0,0
oxonfair,1,-0.16494565217391305,0.6690589116325513,1,1
oxonfair,2,-0.08079369469026551,0.6140788816774838,1,1
oxonfair,0,-0.009090909090909084,0.6705941088367449,1,1
21multi,1,-0.12391304347826093,0.7600820990736119,0,0
oxonfair,2,-0.13303571428571434,0.7396405391912132,1,1
oxonfair,1,-0.17546583850931682,0.7162113971899294,1,1
21multi,0,0.0,0.6578465634881012,0,0
oxonfair,0,0.0,0.7376791954924756,1,1
21multi,2,-0.042374213836478006,0.6095301492206135,0,0
21multi,2,-0.05989910901467509,0.6968713596272257,0,0
oxonfair,0,-0.008522727272727265,0.6342985521717424,1,1
21multi,0,0.0,0.6928669495756365,0,0
21multi,1,-0.10531400966183581,0.6682753647306818,0,0
oxonfair,2,-0.08987217305801382,0.6434792256060355,1,1
oxonfair,1,-0.18326086956521742,0.6805791313030454,1,1
oxonfair,1,-0.1779503105590062,0.6835817702018401,1,1
oxonfair,0,-0.009090909090909084,0.6444832750873689,1,1
21multi,2,-0.08803066037735853,0.6681228157763356,0,0
oxonfair,2,-0.09403883972468047,0.6693848116713819,1,1
21multi,0,0.0,0.712830753869196,0,0
21multi,1,-0.12806324110671943,0.7058503154359371,0,0
