min_recall,equal_opportunity,accuracy,threshold
0.5752212389380531,0.11651917404129793,0.7883175237144283,0.5
0.6017699115044248,0.10615758520250089,0.7678482276585122,0.55
0.6371681415929203,0.10352312573050597,0.7508736894658014,0.6
0.672566371681416,0.11346728261071222,0.7408886669995007,0.65
0.7433628318584071,0.0830411309623198,0.7204193709435847,0.7
0.7610619469026548,0.07543459305022175,0.7029455816275587,0.75
0.8125,0.07468553459119498,0.6210683974038942,0.8
0.8125,0.0788784067085954,0.5836245631552671,0.8500000000000001
0.9375,0.016509433962264158,0.48277583624563153,0.9
0.9811320754716981,0.012578616352201255,0.3749375936095856,0.95
0.9823008849557522,0.011799410029498544,0.2945581627558662,1.0
