min_recall,equal_opportunity,accuracy,threshold
0.37142857142857144,0.06817042606516288,0.62,0.01
0.8106666666666666,0.05003174603174602,0.638,0.017
0.6826666666666666,0.05015204678362576,0.657,0.024
0.6826666666666666,0.05015204678362576,0.657,0.031
0.6986666666666667,0.0535204678362573,0.654,0.038
0.6986666666666667,0.0535204678362573,0.654,0.045
0.6986666666666667,0.0535204678362573,0.654,0.052
0.6986666666666667,0.0535204678362573,0.654,0.059
0.6426666666666667,0.06980116959064324,0.669,0.06599999999999999
0.6426666666666667,0.06980116959064324,0.669,0.073
0.6426666666666667,0.06980116959064324,0.669,0.07999999999999999
0.6426666666666667,0.06980116959064324,0.669,0.08699999999999998
0.6426666666666667,0.06980116959064324,0.669,0.09399999999999999
0.6426666666666667,0.06980116959064324,0.669,0.10099999999999999
0.6426666666666667,0.06980116959064324,0.669,0.10799999999999998
0.6426666666666667,0.06980116959064324,0.669,0.11499999999999998
0.6426666666666667,0.06980116959064324,0.669,0.12199999999999998
0.6426666666666667,0.06980116959064324,0.669,0.129
0.6426666666666667,0.06980116959064324,0.669,0.136
0.6426666666666667,0.06980116959064324,0.669,0.143
0.6426666666666667,0.06980116959064324,0.669,0.15
