min_recall,equal_opportunity,accuracy,threshold
0.5294117647058824,0.04705882352941174,0.6362496866382552,0.5
0.6,0.0901960784313726,0.5665580345951367,0.55
0.6,0.0901960784313726,0.5665580345951367,0.6
0.6666666666666666,0.0849673202614379,0.4916019052394084,0.65
0.6666666666666666,0.0849673202614379,0.4916019052394084,0.7
0.7333333333333333,0.07973856209150328,0.4224116319879669,0.75
0.7333333333333333,0.07973856209150328,0.4224116319879669,0.8
0.863265306122449,0.032332933173269275,0.3582351466532966,0.8500000000000001
0.9333333333333333,0.018594104308389998,0.2554524943594886,0.9
1.0,0.0,0.14189019804462272,0.95
1.0,0.0,0.13863123589872148,1.0
